seqnames,start,end,width,strand,gene_id
chr2,177209563,177215562,6000,+,220988
chr10,43603419,43609418,6000,+,220992
chr11,68005578,68011577,6000,+,221
chr1,121084345,121090344,6000,+,2210
chr10,43263920,43269919,6000,-,221002
chr10,63518401,63524400,6000,+,221035
chr10,63518851,63524850,6000,-,221037
chr10,13231375,13237374,6000,-,221044
chr10,15094320,15100319,6000,-,221060
chr10,15368290,15374289,6000,-,221061
chr10,17948839,17954838,6000,+,221074
chr10,18656286,18662285,6000,-,221078
chr10,18656431,18662430,6000,+,221079
chr11,62686531,62692530,6000,-,221091
chr11,62724458,62730457,6000,-,221092
chr11,43877811,43883810,6000,+,221120
chr11,44970770,44976769,6000,+,221122
chr13,20770962,20776961,6000,-,221143
chr13,21173553,21179552,6000,-,221150
chr13,21601182,21607181,6000,-,221154
chr13,23976700,23982699,6000,+,221178
chr16,57089583,57095582,6000,+,221184
chr16,57539643,57545642,6000,+,221188
chr16,58292048,58298047,6000,-,221191
chr1,161502430,161508429,6000,+,2212
chr18,64146089,64152088,6000,-,221241
chr6,109162831,109168830,6000,+,221262
chr6,109688218,109694217,6000,-,221264
chr6,116097851,116103850,6000,+,221294
chr1,161660147,161666146,6000,+,2213
chr6,116526013,116532012,6000,+,221301
chr6,116665795,116671794,6000,-,221302
chr6,116762720,116768719,6000,-,221303
chr6,121331746,121337745,6000,-,221322
chr6,56952107,56958106,6000,+,221336
chr6,52843096,52849095,6000,-,221357
chr6,47778982,47784981,6000,+,221391
chr6,47682864,47688863,6000,+,221393
chr6,46951944,46957943,6000,-,221395
chr1,161547738,161553737,6000,-,2214
chr6,46684875,46690874,6000,+,221400
chr6,44270194,44276193,6000,+,221409
chr6,43997580,44003579,6000,+,221416
chr6,43642036,43648035,6000,+,221421
chr6,43507687,43513686,6000,-,221424
chr6,41098022,41104021,6000,+,221442
chr6,41094788,41100787,6000,-,221443
chr6,39722409,39728408,6000,-,221458
chr6,37255156,37261155,6000,-,221468
chr6,37002646,37008645,6000,+,221472
chr6,36945263,36951262,6000,+,221476
chr6,36868870,36874869,6000,+,221477
chr6,35734032,35740031,6000,+,221481
chr6,34246109,34252108,6000,-,221491
chr6,33786131,33792130,6000,-,221496
chr1,161628964,161634963,6000,-,2215
chr6,28088154,28094153,6000,+,221584
chr6,25723528,25729527,6000,-,221613
chr6,18152329,18158328,6000,+,221656
chr6,17278361,17284360,6000,+,221662
chr6,13921446,13927445,6000,+,221687
chr6,12713805,12719804,6000,+,221692
chr19,49503816,49509815,6000,+,2217
chr6,11090834,11096833,6000,+,221710
chr6,10744794,10750793,6000,+,221711
chr6,10432016,10438015,6000,-,221718
chr6,3749027,3755026,6000,-,221749
chr6,2878408,2884407,6000,-,221756
chr7,99613946,99619945,6000,+,221785
chr7,99555537,99561536,6000,-,221786
chr9,105555130,105561129,6000,+,2218
chr7,12400942,12406941,6000,-,221806
chr7,18024847,18030846,6000,-,221823
chr7,19706038,19712037,6000,-,221830
chr7,20783887,20789886,6000,-,221833
chr7,27181507,27187506,6000,+,221883
chr7,28177796,28183795,6000,-,221895
chr9,134914913,134920912,6000,-,2219
chr7,100433498,100439497,6000,-,221908
chr7,100174382,100180381,6000,-,221914
chr7,2552695,2558694,6000,-,221927
chr7,3298252,3304251,6000,+,221935
chr7,4679295,4685294,6000,+,221937
chr7,4956214,4962213,6000,-,221938
chr7,6481191,6487190,6000,-,221955
chr7,6823771,6829770,6000,-,221960
chr7,11829199,11835198,6000,-,221981
chr11,67678201,67684200,6000,-,222
chr9,134877810,134883809,6000,+,2220
chr7,54539325,54545324,6000,+,222008
chr7,56490124,56496123,6000,+,222029
chr7,44579288,44585287,6000,-,222068
chr7,30368508,30374507,6000,+,222161
chr7,30131986,30137985,6000,+,222166
chr7,29560835,29566834,6000,+,222171
chr7,76198896,76204895,6000,+,222183
chr7,77693459,77699458,6000,+,222194
chr7,87056655,87062654,6000,-,222223
chr7,102461956,102467955,6000,+,222229
chr7,102745971,102751970,6000,+,222234
chr7,103071844,103077843,6000,-,222235
chr7,105873605,105879604,6000,-,222255
chr7,105873821,105879820,6000,+,222256
chr10,13525975,13531974,6000,-,222389
chr1,155305748,155311747,6000,+,2224
chr13,27617530,27623529,6000,-,222484
chr16,57665277,57671276,6000,+,222487
chr6,114340046,114346045,6000,-,222537
chr6,116826038,116832037,6000,-,222545
chr6,116874212,116880211,6000,+,222546
chr6,117904264,117910263,6000,+,222553
chr6,54843771,54849770,6000,+,222584
chr6,47653436,47659435,6000,+,222611
chr6,41039467,41045466,6000,+,222642
chr6,41068218,41074217,6000,-,222643
chr6,36439767,36445766,6000,+,222658
chr6,36439855,36445854,6000,-,222659
chr6,35794206,35800205,6000,+,222662
chr6,35210956,35216955,6000,+,222663
chr6,28440503,28446502,6000,-,222696
chr6,28256297,28262296,6000,+,222698
chr6,28215635,28221634,6000,-,222699
chr6,4084345,4090344,6000,-,222826
chr7,98867772,98873771,6000,-,222865
chr7,19142422,19148421,6000,-,222894
chr7,20824326,20830325,6000,+,222901
chr7,100480927,100486926,6000,+,222950
chr7,5271369,5277368,6000,+,222962
chr7,6751109,6757108,6000,+,222967
chr1,165695864,165701863,6000,-,223
chr11,110426948,110432947,6000,+,2230
chr7,31511071,31517070,6000,+,223075
chr7,30281597,30287596,6000,+,223082
chr7,85183856,85189855,6000,-,223117
chr17,74870032,74876031,6000,-,2232
chr18,57583703,57589702,6000,-,2235
chr11,61789911,61795910,6000,+,2237
chrX,133412490,133418489,6000,-,2239
chr17,19645136,19651135,6000,+,224
chr5,108744841,108750840,6000,+,2241
chr15,90880695,90886694,6000,+,2242
chr4,154587746,154593745,6000,-,2243
chr4,154559956,154565955,6000,+,2244
chrX,54493235,54499234,6000,-,2245
chr5,142695071,142701070,6000,-,2246
chr4,122823708,122829707,6000,+,2247
chr11,69816417,69822416,6000,-,2248
chr11,69772342,69778341,6000,-,2249
chr12,39616804,39622803,6000,-,225
chr4,80263599,80269598,6000,+,2250
chr12,4442615,4448614,6000,-,2251
chr15,49420178,49426177,6000,+,2252
chr10,101777370,101783369,6000,-,2253
chr13,21668073,21674072,6000,+,2254
chr5,44385798,44391797,6000,-,2255
chr3,192764765,192770764,6000,-,2257
chrX,139219778,139225777,6000,-,2258
chr13,102399458,102405457,6000,-,2259
chr16,30061274,30067273,6000,+,226
chr8,38465835,38471834,6000,-,2260
chr4,1790293,1796292,6000,+,2261
chr13,91395621,91401620,6000,+,2262
chr10,121595459,121601458,6000,-,2263
chr5,177083905,177089904,6000,+,2264
chr4,154609968,154615967,6000,-,2266
chr8,17907366,17913365,6000,-,2267
chr1,27632186,27638185,6000,-,2268
chr1,241516762,241522761,6000,-,2271
chr3,61248460,61254459,6000,-,2272
chrX,136143702,136149701,6000,+,2273
chr2,105435514,105441513,6000,-,2274
chr1,38002607,38008606,6000,-,2275
chrX,15381414,15387413,6000,-,2277
chr17,40137318,40143317,6000,+,22794
chr14,52066229,52072228,6000,-,22795
chr1,230639481,230645480,6000,+,22796
chr7,116156897,116162896,6000,-,22797
chr7,108127362,108133361,6000,-,22798
chr20,1390173,1396172,6000,-,2280
chr11,14361507,14367506,6000,-,22800
chr15,68429164,68435163,6000,-,22801
chr1,86544078,86550077,6000,+,22802
chr20,21300331,21306330,6000,+,22803
chr17,39861313,39867312,6000,-,22806
chr2,213149428,213155427,6000,-,22807
chr3,138344648,138350647,6000,+,22808
chr19,49925702,49931701,6000,+,22809
chr2,24021153,24027152,6000,+,2281
chr12,54298202,54304201,6000,+,22818
chr3,129246606,129252605,6000,+,22820
chr12,76030933,76036932,6000,-,22822
chr1,93076235,93082234,6000,+,22823
chr4,127778821,127784820,6000,+,22824
chr1,28230030,28236029,6000,-,22826
chr8,143826353,143832352,6000,-,22827
chr6,154730325,154736324,6000,+,22828
chrY,14519573,14525572,6000,+,22829
chr6,84224644,84230643,6000,-,22832
chr17,49359474,49365473,6000,-,22834
chr19,37653262,37659261,6000,-,22835
chr5,95710522,95716521,6000,+,22836
chr2,164840680,164846679,6000,-,22837
chr5,176535026,176541025,6000,-,22838
chr20,36303336,36309335,6000,+,22839
chr10,118043942,118049941,6000,-,22841
chr17,58752854,58758853,6000,+,22843
chr9,37647954,37653953,6000,+,22844
chr9,128944620,128950619,6000,-,22845
chr14,76758468,76764467,6000,+,22846
chr19,32342594,32348593,6000,+,22847
chr2,69671350,69677349,6000,-,22848
chr10,92288079,92294078,6000,-,22849
chr18,80106262,80112261,6000,+,22850
chr10,27097499,27103498,6000,-,22852
chr7,98103862,98109861,6000,+,22853
chr1,107137007,107143006,6000,+,22854
chr15,101249049,101255048,6000,-,22856
chr6,53058803,53064802,6000,-,22858
chr19,14203188,14209187,6000,-,22859
chr11,64238003,64244002,6000,+,2286
chr17,5581532,5587531,6000,-,22861
chr13,48972912,48978911,6000,+,22862
chr14,55408859,55414858,6000,-,22863
chr12,57428006,57434005,6000,-,22864
chr3,165194110,165200109,6000,-,22865
chrX,21369801,21375800,6000,+,22866
chr2,206762357,206768356,6000,+,22868
chr9,96775130,96781129,6000,-,22869
chr14,45132320,45138319,6000,-,2287
chr19,55256018,55262017,6000,-,22870
chr3,173393284,173399283,6000,+,22871
chr4,82898167,82904166,6000,-,22872
chr13,95641704,95647703,6000,-,22873
chr1,204374666,204380665,6000,-,22874
chr6,46126989,46132988,6000,+,22875
chr10,119723042,119729041,6000,+,22876
chr18,31940137,31946136,6000,-,22878
chr16,77187835,77193834,6000,+,22879
chr12,2791970,2797969,6000,+,2288
chr22,30965775,30971774,6000,-,22880
chr6,89430152,89436151,6000,+,22881
chr8,122778655,122784654,6000,+,22882
chr1,9821527,9827526,6000,-,22883
chr10,1046538,1052537,6000,+,22884
chr5,149138483,149144482,6000,+,22885
chr1,42332878,42338877,6000,-,22887
chr20,3157197,3163196,6000,-,22888
chr1,155931414,155937413,6000,-,22889
chr6,35725584,35731583,6000,-,2289
chr14,64500725,64506724,6000,+,22890
chr10,62371192,62377191,6000,+,22891
chr15,40436721,40442720,6000,+,22893
chr13,72779097,72785096,6000,-,22894
chr12,112567380,112573379,6000,+,22895
chr11,117311557,117317556,6000,+,22897
chr8,141114278,141120277,6000,+,22898
chr17,8307241,8313240,6000,+,22899
chr9,101446665,101452664,6000,-,229
chr14,28763787,28769786,6000,+,2290
chr19,48252947,48258946,6000,-,22900
chr17,68256182,68262181,6000,+,22901
chr4,70701424,70707423,6000,+,22902
chr20,11887723,11893722,6000,+,22903
chr17,19212615,19218614,6000,+,22905
chr3,42010802,42016801,6000,+,22906
chr3,47799909,47805908,6000,+,22907
chr3,45686056,45692055,6000,+,22908
chr1,109039114,109045113,6000,-,22911
chr20,33990646,33996645,6000,+,22913
chr12,10388875,10394874,6000,-,22914
chr4,89876532,89882531,6000,+,22915
chr3,196939595,196945594,6000,-,22916
chr11,60864562,60870561,6000,+,22917
chr20,23083325,23089324,6000,-,22918
chr20,32816954,32822953,6000,+,22919
chr1,170082209,170088208,6000,-,22920
chr10,23092579,23098578,6000,+,22921
chr2,26967637,26973636,6000,+,22924
chr2,160059616,160065615,6000,-,22925
chr1,161763320,161769319,6000,+,22926
chr9,96447169,96453168,6000,+,22927
chr16,30442875,30448874,6000,-,22928
chr10,13345299,13351298,6000,-,22929
chr2,135049265,135055264,6000,+,22930
chr10,27501174,27507173,6000,+,22931
chr2,88688673,88694672,6000,+,22934
chr5,95958852,95964851,6000,-,22936
chr3,47474127,47480126,6000,-,22937
chr14,77758208,77764207,6000,-,22938
chr16,86507527,86513526,6000,+,2294
chr11,71249578,71255577,6000,-,22941
chr10,52311281,52317280,6000,+,22943
chr10,7784994,7790993,6000,-,22944
chr5,10246929,10252928,6000,+,22948
chr9,111596894,111602893,6000,-,22949
chr6,1386576,1392575,6000,+,2295
chr2,27660471,27666470,6000,+,22950
chr19,40798297,40804296,6000,+,22952
chr12,132615776,132621775,6000,+,22953
chr9,116684302,116690301,6000,+,22954
chr1,41239155,41245154,6000,-,22955
chr6,1606915,1612914,6000,+,2296
chr5,73445778,73451777,6000,-,2297
chr20,31736271,31742270,6000,+,22974
chr7,155000125,155006124,6000,-,22976
chr1,19285771,19291770,6000,-,22977
chr10,103190307,103196306,6000,-,22978
chr2,25039076,25045075,6000,+,22979
chr9,115205,121204,6000,-,2298
chr16,89870570,89876569,6000,+,22980
chr20,25582532,25588531,6000,-,22981
chr10,686669,692668,6000,-,22982
chr19,12830951,12836950,6000,+,22983
chr10,103393626,103399625,6000,+,22984
chr14,23092615,23098614,6000,-,22985
chr10,104638290,104644289,6000,+,22986
chr5,76080383,76086382,6000,+,22987
chr3,108526323,108532322,6000,-,22989
chr5,170102897,170108896,6000,+,2299
chr14,70904405,70910404,6000,+,22990
chr11,67116263,67122262,6000,+,22992
chr5,149997046,150003045,6000,+,22993
chr17,81220000,81225999,6000,-,22994
chr15,48808147,48814146,6000,-,22995
chr1,51342117,51348116,6000,-,22996
chr11,133953986,133959985,6000,-,22997
chr4,41356607,41362606,6000,+,22998
chr6,71883703,71889702,6000,+,22999
chr17,28573949,28579948,6000,-,230
chr16,86575506,86581505,6000,+,2300
chr4,84963392,84969391,6000,-,23001
chr14,59185646,59191645,6000,+,23002
chr15,41771434,41777433,6000,+,23005
chr3,155742068,155748067,6000,-,23007
chr7,130067534,130073533,6000,+,23008
chr1,47413285,47419284,6000,+,2301
chr12,71751863,71757862,6000,+,23011
chr12,27240968,27246967,6000,+,23012
chr1,15844707,15850706,6000,+,23013
chr12,117187532,117193531,6000,-,23014
chr15,34434467,34440466,6000,-,23015
chr3,44972241,44978240,6000,+,23016
chr12,49901218,49907217,6000,-,23017
chr16,58626886,58632885,6000,-,23019
chr17,76138246,76144245,6000,-,2302
chr2,96318272,96324271,6000,-,23020
chr4,168494052,168500051,6000,+,23022
chr3,129890607,129896606,6000,-,23023
chr3,73621942,73627941,6000,-,23024
chr19,17685366,17691365,6000,-,23025
chr13,108593152,108599151,6000,+,23026
chr1,23016443,23022442,6000,+,23028
chr1,235158284,235164283,6000,-,23029
chr16,86563829,86569828,6000,+,2303
chr19,4966113,4972112,6000,+,23030
chr19,18094793,18100792,6000,+,23031
chr1,77756853,77762852,6000,-,23032
chr6,83064666,83070665,6000,+,23033
chr14,54564097,54570096,6000,+,23034
chr16,71721702,71727701,6000,-,23035
chr6,87149833,87155832,6000,+,23036
chr5,31636131,31642130,6000,+,23037
chr1,27231632,27237631,6000,+,23038
chr8,21916662,21922661,6000,+,23039
chr9,97850226,97856225,6000,+,2304
chr2,2328665,2334664,6000,-,23040
chr12,62463817,62469816,6000,+,23041
chr3,171457409,171463408,6000,-,23043
chr1,201020701,201026700,6000,-,23046
chr13,32583452,32589451,6000,+,23047
chr9,130040195,130046194,6000,-,23048
chr16,18923455,18929454,6000,-,23049
chr12,2874156,2880155,6000,-,2305
chr20,41314673,41320672,6000,-,23051
chr11,95086846,95092845,6000,+,23052
chr10,73782582,73788581,6000,+,23053
chr20,34822652,34828651,6000,-,23054
chr1,183415381,183421380,6000,-,23057
chr16,3455071,3461070,6000,+,23059
chr1,47433017,47439016,6000,+,2306
chr15,64496292,64502291,6000,+,23060
chr16,23518996,23524995,6000,-,23062
chr10,86518793,86524792,6000,-,23063
chr9,132351987,132357986,6000,-,23064
chr1,19248528,19254527,6000,-,23065
chr3,12793472,12799471,6000,+,23066
chr12,121801180,121807179,6000,+,23067
chr20,31842605,31848604,6000,-,2307
chr6,37430219,37436218,6000,+,23070
chr9,100096001,100102000,6000,-,23071
chr7,43109629,43115628,6000,+,23072
chr12,100139875,100145874,6000,-,23074
chr11,9661077,9667076,6000,+,23075
chr21,43656560,43662559,6000,+,23076
chr13,77324095,77330094,6000,-,23077
chr13,41958121,41964120,6000,-,23078
chr13,40663642,40669641,6000,-,2308
chr7,32492426,32498425,6000,+,23080
chr9,6713495,6719494,6000,+,23081
chr10,102129994,102135993,6000,+,23082
chr12,987509,993508,6000,+,23085
chr11,108590769,108596768,6000,-,23086
chr8,27308273,27314272,6000,-,23087
chr7,94653325,94659324,6000,+,23089
chr6,108556835,108562834,6000,+,2309
chr16,49854920,49860919,6000,-,23090
chr13,46049760,46055759,6000,-,23091
chr5,142767377,142773376,6000,+,23092
chr14,75576584,75582583,6000,+,23093
chr19,37904208,37910207,6000,+,23094
chr1,10207805,10213804,6000,+,23095
chrX,53318351,53324350,6000,-,23096
chr6,110812959,110818958,6000,-,23097
chr17,28361356,28367355,6000,+,23098
chr9,126802006,126808005,6000,+,23099
chr7,134456285,134462284,6000,-,231
chr17,18679263,18685262,6000,-,2310
chr3,183425779,183431778,6000,-,23101
chr15,78074725,78080724,6000,-,23102
chr5,133609542,133615541,6000,-,23105
chr5,72317647,72323646,6000,-,23107
chr17,2752705,2758704,6000,+,23108
chr12,48996376,49002375,6000,-,23109
chr13,36367181,36373180,6000,-,23111
chr22,40041817,40047816,6000,+,23112
chr6,43179184,43185183,6000,+,23113
chr1,204825651,204831650,6000,+,23114
chr14,44959190,44965189,6000,+,23116
chr6,149214926,149220925,6000,+,23118
chr22,21414371,21420370,6000,+,23119
chr1,152322204,152328203,6000,-,2312
chr5,160849215,160855214,6000,-,23120
chr3,33715357,33721356,6000,-,23122
chr17,4984676,4990675,6000,-,23125
chr1,151456495,151462494,6000,-,23126
chr1,184034730,184040729,6000,-,23127
chr3,129603819,129609818,6000,-,23129
chr11,128683535,128689534,6000,+,2313
chr11,64914212,64920211,6000,-,23130
chr17,44500431,44506430,6000,-,23131
chr3,51538580,51544579,6000,+,23132
chrX,54045959,54051958,6000,-,23133
chr17,7836904,7842903,6000,+,23135
chr18,5627701,5633700,6000,-,23136
chr9,70255978,70261977,6000,+,23137
chr5,178110532,178116531,6000,+,23138
chr1,45783987,45789986,6000,+,23139
chr17,4140031,4146030,6000,-,23140
chr12,132758833,132764832,6000,-,23141
chr4,51840000,51845999,6000,+,23142
chr13,46550168,46556167,6000,+,23143
chr7,149773042,149779041,6000,+,23145
chr7,45085970,45091969,6000,-,23148
chr19,17744718,17750717,6000,+,23149
chr9,5887889,5893888,6000,+,2315
chr3,69539584,69545583,6000,-,23150
chr22,46573012,46579011,6000,+,23151
chr19,42265537,42271536,6000,+,23152
chr1,35554473,35560472,6000,+,23154
chr1,108960458,108966457,6000,-,23155
chrX,119690371,119696370,6000,-,23157
chr4,140753386,140759385,6000,-,23158
chrX,154371639,154377638,6000,-,2316
chr2,28891667,28897666,6000,+,23160
chr7,17937502,17943501,6000,-,23161
chr16,1703183,1709182,6000,+,23162
chr17,75259364,75265363,6000,-,23163
chr17,17039545,17045544,6000,+,23164
chr7,135554917,135560916,6000,+,23165
chr3,52492338,52498337,6000,+,23166
chr8,131901093,131907092,6000,+,23167
chr15,41405408,41411407,6000,+,23168
chr1,67051149,67057148,6000,-,23169
chr3,58005400,58011399,6000,+,2317
chr22,43184135,43190134,6000,-,23170
chr3,32102689,32108688,6000,+,23171
chr10,124798819,124804818,6000,+,23172
chr4,98992659,98998658,6000,+,23173
chr16,87490025,87496024,6000,-,23174
chr2,11674595,11680594,6000,+,23175
chr5,132804242,132810241,6000,-,23176
chr2,65053366,65059365,6000,+,23177
chr2,241147265,241153264,6000,-,23178
chr1,183633085,183639084,6000,+,23179
chr7,128827377,128833376,6000,+,2318
chr3,16511027,16517026,6000,-,23180
chr21,46455891,46461890,6000,+,23181
chr15,80986829,80992828,6000,-,23184
chr10,928706,934705,6000,-,23185
chr14,102589649,102595648,6000,+,23186
chr11,118603440,118609439,6000,+,23187
chr9,467291,473290,6000,+,23189
chr17,28894734,28900733,6000,-,2319
chr2,135738734,135744733,6000,+,23190
chr2,241634213,241640212,6000,+,23192
chr11,62643727,62649726,6000,-,23193
chr5,15497180,15503179,6000,+,23194
chr6,89816795,89822794,6000,-,23195
chr9,93448685,93454684,6000,+,23196
chr5,176444628,176450627,6000,+,23197
chr2,53967994,53973993,6000,-,23198
chr16,85166525,85172524,6000,+,23199
chr3,182790503,182796502,6000,+,23200
chr11,73595190,73601189,6000,-,23201
chr9,136407641,136413640,6000,+,23203
chr16,18798573,18804572,6000,-,23204
chr15,78242689,78248688,6000,-,23205
chr1,15681320,15687319,6000,+,23207
chr1,155856567,155862566,6000,+,23208
chr22,50082903,50088902,6000,-,23209
chr13,28492146,28498145,6000,-,2321
chr17,76723800,76729799,6000,-,23210
chr19,47110777,47116776,6000,-,23211
chr8,66426014,66432013,6000,+,23212
chr8,69463624,69469623,6000,+,23213
chr16,28208921,28214920,6000,-,23214
chr1,171482551,171488550,6000,+,23215
chr4,37888084,37894083,6000,+,23216
chr19,3866039,3872038,6000,-,23217
chr3,46976683,46982682,6000,+,23218
chr1,224111111,224117110,6000,+,23219
chr13,28097593,28103592,6000,-,2322
chr11,59168430,59174429,6000,+,23220
chr8,22984417,22990416,6000,+,23221
chr10,97423077,97429076,6000,-,23223
chr14,63849983,63855982,6000,+,23224
chr3,13417323,13423322,6000,-,23225
chrX,63806275,63812274,6000,-,23229
chr19,49459752,49465751,6000,+,2323
chr9,77174445,77180444,6000,+,23230
chr4,25860761,25866760,6000,-,23231
chr10,94399541,94405540,6000,+,23232
chr2,72823042,72829041,6000,-,23233
chr10,73244256,73250255,6000,-,23234
chr11,111599449,111605448,6000,+,23235
chr20,8074251,8080250,6000,+,23236
chr8,142611480,142617479,6000,-,23237
chr18,62712541,62718540,6000,+,23239
chr5,180646625,180652624,6000,-,2324
chr4,153463346,153469345,6000,+,23240
chr14,105297563,105303562,6000,+,23241
chr7,51313819,51319818,6000,-,23242
chr3,15856772,15862771,6000,-,23243
chr4,39974957,39980956,6000,-,23244
chr9,117412071,117418070,6000,-,23245
chr8,144288439,144294438,6000,-,23246
chr16,27547133,27553132,6000,+,23247
chr1,150360091,150366090,6000,+,23248
chr13,112687329,112693328,6000,+,23250
chr15,79429516,79435515,6000,+,23251
chr1,19879395,19885394,6000,+,23252
chr18,9099736,9105735,6000,+,23253
chr1,13889792,13895791,6000,+,23254
chr18,8702661,8708660,6000,+,23255
chr14,30619311,30625310,6000,+,23256
chr11,9262351,9268350,6000,-,23258
chr8,38222218,38228217,6000,+,23259
chr1,171245471,171251470,6000,+,2326
chr1,6782454,6788453,6000,+,23261
chr5,103117149,103123148,6000,+,23262
chr13,112891378,112897377,6000,+,23263
chr22,41298525,41304524,6000,+,23264
chr17,76118577,76124576,6000,-,23265
chr1,81303160,81309159,6000,+,23266
chr10,100006948,100012947,6000,-,23268
chr15,41618224,41624223,6000,+,23269
chr1,171182249,171188248,6000,+,2327
chr6,116251076,116257075,6000,-,23270
chr1,200736558,200742557,6000,+,23271
chr3,56680238,56686237,6000,-,23272
chr16,10941564,10947563,6000,+,23274
chr21,45284899,45290898,6000,-,23275
chr3,47279917,47285916,6000,+,23276
chr17,2709664,2715663,6000,-,23277
chr11,47845556,47851555,6000,-,23279
chr1,171087901,171093900,6000,+,2328
chr13,28817348,28823347,6000,+,23281
chr10,51696596,51702595,6000,-,23283
chr4,61198258,61204257,6000,+,23284
chr1,92077305,92083304,6000,+,23285
chr5,168288651,168294650,6000,+,23286
chr9,85739030,85745029,6000,-,23287
chr7,2555972,2561971,6000,+,23288
chr1,171311183,171317182,6000,+,2329
chr5,172003874,172009873,6000,-,23291
chr17,2300786,2306785,6000,-,23293
chr6,34886255,34892254,6000,+,23294
chr16,4613493,4619492,6000,+,23295
chr9,92761834,92767833,6000,-,23299
chr1,147240051,147246050,6000,-,2330
chr16,81032842,81038841,6000,+,23300
chr2,62670851,62676850,6000,+,23301
chr17,5769926,5775925,6000,+,23302
chr8,29260125,29266124,6000,-,23303
chr6,42561062,42567061,6000,+,23304
chr5,132009244,132015243,6000,-,23305
chr12,57085064,57091063,6000,-,23306
chr9,113218319,113224318,6000,-,23307
chr19,16826400,16832399,6000,+,23309
chr1,203348759,203354758,6000,-,2331
chr11,134222455,134228454,6000,-,23310
chr15,51619834,51625833,6000,-,23312
chr22,45237770,45243769,6000,-,23313
chr2,199468267,199474266,6000,-,23314
chr20,49809713,49815712,6000,+,23315
chr12,111031165,111037164,6000,+,23316
chr3,132414502,132420501,6000,+,23317
chr1,52550488,52556487,6000,-,23318
chrX,147908951,147914950,6000,+,2332
chr4,153149342,153155341,6000,+,23321
chr16,53700939,53706938,6000,-,23322
chr4,6572189,6578188,6000,+,23324
chr12,105104324,105110323,6000,+,23325
chr17,21040761,21046760,6000,-,23326
chr18,58041226,58047225,6000,+,23327
chr6,148269304,148275303,6000,+,23328
chr12,64756521,64762520,6000,+,23329
chr22,28676866,28682865,6000,-,23331
chr2,121646588,121652587,6000,-,23332
chr7,35035272,35041271,6000,-,23333
chr1,43386882,43392881,6000,+,23334
chr18,56648343,56654342,6000,+,23335
chr15,99095217,99101216,6000,+,23336
chr5,134521312,134527311,6000,+,23338
chr15,42205317,42211316,6000,-,23339
chrX,148497617,148503616,6000,+,2334
chr1,15523813,15529812,6000,+,23341
chr12,56115250,56121249,6000,+,23344
chr6,152634802,152640801,6000,-,23345
chr18,2652738,2658737,6000,+,23347
chr13,99083626,99089625,6000,-,23348
chr9,34954608,34960607,6000,+,23349
chr2,215433074,215439073,6000,-,2335
chr3,142998168,143004167,6000,+,23350
chr14,24426286,24432285,6000,+,23351
chr1,19207267,19213266,6000,-,23352
chr7,813615,819614,6000,+,23353
chr19,35609735,35615734,6000,+,23354
chr3,184809143,184815142,6000,+,23355
chr14,76823247,76829246,6000,-,23357
chr1,55212365,55218364,6000,-,23358
chr16,30784206,30790205,6000,-,23361
chr8,19081731,19087730,6000,-,23362
chr2,219568540,219574539,6000,-,23363
chr11,120333413,120339412,6000,+,23365
chr7,36387126,36393125,6000,-,23366
chr5,154709843,154715842,6000,+,23367
chr14,103844576,103850575,6000,-,23368
chr2,20349235,20355234,6000,-,23369
chr19,7345943,7351942,6000,+,23370
chr12,53043969,53049968,6000,+,23371
chr19,18680678,18686677,6000,+,23373
chr6,96518595,96524594,6000,+,23376
chr11,6600617,6606616,6000,-,23378
chr5,5417664,5423663,6000,+,23379
chr1,206200345,206206344,6000,+,23380
chr1,156288551,156294550,6000,-,23381
chr7,129222023,129228022,6000,+,23382
chr19,19317829,19323828,6000,+,23383
chr22,24267817,24273816,6000,+,23384
chr1,160340316,160346315,6000,+,23385
chr7,44487659,44493658,6000,-,23386
chr11,117095438,117101437,6000,-,23387
chr12,116274720,116280719,6000,-,23389
chr8,43015424,43021423,6000,+,2339
chr12,76760588,76766587,6000,+,23390
chr9,111481746,111487745,6000,-,23392
chr20,50928438,50934437,6000,-,23394
chr3,45385561,45391560,6000,+,23395
chr19,3697480,3703479,6000,-,23396
chr2,96332766,96338765,6000,+,23397
chr5,65560236,65566235,6000,+,23398
chr17,7249492,7255491,6000,-,23399
chr1,17008929,17014928,6000,-,23400
chr10,97331730,97337729,6000,-,23401
chr19,45727897,45733896,6000,-,23403
chr9,130690721,130696720,6000,+,23404
chr14,95155011,95161010,6000,-,23405
chr16,84615079,84621078,6000,-,23406
chr6,13571529,13577528,6000,+,23408
chr12,120299316,120305315,6000,+,23409
chr11,233932,239931,6000,-,23410
chr10,67881656,67887655,6000,+,23411
chr10,22313386,22319385,6000,+,23412
chr9,130169404,130175403,6000,+,23413
chr8,104700719,104706718,6000,+,23414
chr17,42178143,42184142,6000,-,23415
chr12,49536030,49542029,6000,+,23416
chr16,83896115,83902114,6000,+,23417
chr1,197265204,197271203,6000,+,23418
chr14,64983895,64989894,6000,+,2342
chr1,63590722,63596721,6000,-,23421
chr15,79308112,79314111,6000,+,23423
chr9,97409096,97415095,6000,+,23424
chr12,67066163,67072162,6000,-,23426
chr14,23180675,23186674,6000,-,23428
chr16,1253059,1259058,6000,+,23430
chr15,50905672,50911671,6000,+,23431
chr1,168134668,168140667,6000,-,23432
chr2,46538806,46544805,6000,+,23433
