"","seqnames","start","end","width","strand","gene_id"
"12642","chr8",6806122,6812121,6000,"-","449491"
"12643","chr8",6814684,6820683,6000,"-","449492"
"12644","chr8",6823636,6829635,6000,"-","449493"
"12645","chr16",56698978,56704977,6000,"-","4495"
"12646","chr6",33548476,33554475,6000,"+","449520"
"12647","chr16",56700726,56706725,6000,"+","4496"
"12648","chr16",56666651,56672650,6000,"+","4498"
"12649","chr16",56648373,56654372,6000,"+","4499"
"12650","chr16",56648373,56654372,6000,"+","4500"
"12651","chr16",56713382,56719381,6000,"+","4501"
"12652","chr16",56639478,56645477,6000,"+","4502"
"12653","chr16",56620267,56626266,6000,"+","4504"
"12654","chr9",21799635,21805634,6000,"+","4507"
"12655","chrX",154296548,154302547,6000,"-","4515"
"12656","chr1",38322293,38328292,6000,"-","4520"
"12657","chr7",2278857,2284856,6000,"+","4521"
"12658","chr14",64851759,64857758,6000,"+","4522"
"12659","chr1",11863161,11869160,6000,"-","4524"
"12660","chr2",55493385,55499384,6000,"-","4528"
"12661","chrX",149734047,149740046,6000,"+","4534"
"12662","chr19",8639332,8645331,6000,"-","4542"
"12663","chr4",187473538,187479537,6000,"-","4543"
"12664","chr11",92699789,92705788,6000,"+","4544"
"12665","chr4",100482240,100488239,6000,"+","4547"
"12666","chr1",236955581,236961580,6000,"+","4548"
"12667","chr5",7866217,7872216,6000,"+","4552"
"12668","chr1",155175490,155181489,6000,"+","4580"
"12669","chr1",155159707,155165706,6000,"-","4582"
"12670","chr11",1071875,1077874,6000,"+","4583"
"12671","chr3",195535845,195541844,6000,"-","4585"
"12672","chr11",1033707,1039706,6000,"-","4588"
"12673","chr4",71293209,71299208,6000,"+","4589"
"12674","chr17",57181267,57187266,6000,"-","4591"
"12675","chr9",113428051,113434050,6000,"+","4593"
"12676","chr6",49428042,49434041,6000,"-","4594"
"12677","chr1",45803143,45809142,6000,"-","4595"
"12678","chr16",88726496,88732495,6000,"-","4597"
"12679","chr12",110008500,110014499,6000,"+","4598"
"12680","chr21",42789520,42795519,6000,"+","4599"
"12681","chr1",177131025,177137024,6000,"-","460"
"12682","chr21",42730950,42736949,6000,"+","4600"
"12683","chr10",111964363,111970362,6000,"+","4601"
"12684","chr6",135499453,135505452,6000,"+","4602"
"12685","chr8",67522481,67528480,6000,"-","4603"
"12686","chr12",101985709,101991708,6000,"+","4604"
"12687","chr20",42292709,42298708,6000,"+","4605"
"12688","chr19",50933160,50939159,6000,"+","4606"
"12689","chr11",47371254,47377253,6000,"-","4607"
"12690","chr1",203141943,203147942,6000,"-","4608"
"12691","chr8",128744765,128750764,6000,"+","4609"
"12692","chr1",40364688,40370687,6000,"-","4610"
"12693","chr2",16077683,16083682,6000,"+","4613"
"12694","chr3",38176969,38182968,6000,"+","4615"
"12695","chr19",2473123,2479122,6000,"+","4616"
"12696","chr12",81107708,81113707,6000,"+","4617"
"12697","chr12",81098408,81104407,6000,"+","4618"
"12698","chr17",10418860,10424859,6000,"-","4619"
"12699","chr1",173883517,173889516,6000,"-","462"
"12700","chr17",10450018,10456017,6000,"-","4620"
"12701","chr17",10557627,10563626,6000,"-","4621"
"12702","chr17",10369877,10375876,6000,"-","4622"
"12703","chr14",23874487,23880486,6000,"-","4624"
"12704","chr14",23901871,23907870,6000,"-","4625"
"12705","chr17",10322268,10328267,6000,"-","4626"
"12706","chr22",36781064,36787063,6000,"-","4627"
"12707","chr17",8531080,8537079,6000,"-","4628"
"12708","chr16",15947888,15953887,6000,"-","4629"
"12709","chr16",73089535,73095534,6000,"-","463"
"12710","chr2",211176896,211182895,6000,"-","4632"
"12711","chr12",111355405,111361404,6000,"-","4633"
"12712","chr3",46901974,46907973,6000,"-","4634"
"12713","chr17",45283428,45289427,6000,"+","4635"
"12714","chr4",664369,670368,6000,"+","4636"
"12715","chr12",56549045,56555044,6000,"+","4637"
"12716","chr3",123600150,123606149,6000,"-","4638"
"12717","chr12",57441550,57447549,6000,"-","4640"
"12718","chr17",1393002,1399001,6000,"-","4641"
"12719","chr17",31200903,31206902,6000,"-","4642"
"12720","chr15",59662072,59668071,6000,"-","4643"
"12721","chr15",52818248,52824247,6000,"-","4644"
"12722","chr18",47718452,47724451,6000,"-","4645"
"12723","chr6",76455909,76461908,6000,"+","4646"
"12724","chr11",76836310,76842309,6000,"+","4647"
"12725","chr2",128290378,128296377,6000,"+","4648"
"12726","chr15",72407441,72413440,6000,"-","4649"
"12727","chr19",17183591,17189590,6000,"+","4650"
"12728","chr5",16933386,16939385,6000,"-","4651"
"12729","chr1",171618824,171624823,6000,"-","4653"
"12730","chr11",17738110,17744109,6000,"+","4654"
"12731","chr1",203052167,203058166,6000,"-","4656"
"12732","chr12",80326236,80332235,6000,"-","4659"
"12733","chr12",51154789,51160788,6000,"+","466"
"12734","chr1",202314830,202320829,6000,"+","4660"
"12735","chr20",62780144,62786143,6000,"+","4661"
"12736","chr2",191510848,191516847,6000,"+","4664"
"12737","chr12",57479677,57485676,6000,"+","4665"
"12738","chr12",57116327,57122326,6000,"-","4666"
"12739","chr22",42463847,42469846,6000,"-","4668"
"12740","chr17",40684951,40690950,6000,"+","4669"
"12741","chr1",212735676,212741675,6000,"+","467"
"12742","chr19",8506803,8512802,6000,"+","4670"
"12743","chr5",70404864,70410863,6000,"-","4671"
"12744","chr12",76475739,76481738,6000,"-","4673"
"12745","chrX",72431711,72437710,6000,"-","4674"
"12746","chrX",92925683,92931682,6000,"-","4675"
"12747","chr11",3010608,3016607,6000,"-","4676"
"12748","chr18",55286178,55292177,6000,"-","4677"
"12749","chr1",46046660,46052659,6000,"+","4678"
"12750","chr22",39913569,39919568,6000,"+","468"
"12751","chr19",42256398,42262397,6000,"+","4680"
"12752","chr1",19966723,19972722,6000,"+","4681"
"12753","chr16",10834698,10840697,6000,"+","4682"
"12754","chr8",90993900,90999899,6000,"-","4683"
"12755","chr11",112828969,112834968,6000,"+","4684"
"12756","chr21",22367633,22373632,6000,"+","4685"
"12757","chr9",100392705,100398704,6000,"+","4686"
"12758","chr1",183557057,183563056,6000,"-","4688"
"12759","chr22",37254030,37260029,6000,"+","4689"
"12760","chr3",136578050,136584049,6000,"+","4690"
"12761","chr2",232326206,232332205,6000,"-","4691"
"12762","chr15",23929451,23935450,6000,"-","4692"
"12763","chrX",43829922,43835921,6000,"-","4693"
"12764","chrX",119002734,119008733,6000,"+","4694"
"12765","chr5",140024371,140030370,6000,"-","4695"
"12766","chr19",54603160,54609159,6000,"+","4696"
"12767","chr7",10976814,10982813,6000,"-","4697"
"12768","chr7",123194959,123200958,6000,"-","4698"
"12769","chr17",40072273,40078272,6000,"-","47"
"12770","chr22",42483889,42489888,6000,"-","4700"
"12771","chr19",8383281,8389280,6000,"-","4701"
"12772","chr9",124919099,124925098,6000,"-","4702"
"12773","chr2",152588002,152594001,6000,"-","4703"
"12774","chr12",4755264,4761263,6000,"+","4704"
"12775","chr2",240961820,240967819,6000,"-","4705"
"12776","chr16",23604640,23610639,6000,"-","4706"
"12777","chr14",92585154,92591153,6000,"-","4707"
"12778","chr7",140393481,140399480,6000,"+","4708"
"12779","chr2",201933462,201939461,6000,"+","4709"
"12780","chr2",216173679,216179678,6000,"+","471"
"12781","chr3",120312128,120318127,6000,"+","4710"
"12782","chr3",179319575,179325574,6000,"+","4711"
"12783","chr9",32570183,32576182,6000,"-","4712"
"12784","chr19",14679890,14685889,6000,"-","4713"
"12785","chr10",102286637,102292636,6000,"-","4714"
"12786","chr8",125548343,125554342,6000,"+","4715"
"12787","chr16",2006517,2012516,6000,"+","4716"
"12788","chr4",140220706,140226705,6000,"-","4717"
"12789","chr11",77788266,77794265,6000,"-","4718"
"12790","chr2",207021244,207027243,6000,"-","4719"
"12791","chr11",108090559,108096558,6000,"+","472"
"12792","chr1",161166105,161172104,6000,"+","4720"
"12793","chr11",47583982,47589981,6000,"+","4722"
"12794","chr11",67371323,67377322,6000,"+","4723"
"12795","chr5",52853465,52859464,6000,"+","4724"
"12796","chr1",39488967,39494966,6000,"+","4725"
"12797","chr5",1798496,1804495,6000,"+","4726"
"12798","chr11",67795084,67801083,6000,"+","4728"
"12799","chr18",9099628,9105627,6000,"+","4729"
"12800","chr1",8874700,8880699,6000,"-","473"
"12801","chr21",44296754,44302753,6000,"+","4731"
"12802","chr22",31792539,31798538,6000,"+","4733"
"12803","chr15",56282836,56288835,6000,"-","4734"
"12804","chr2",242251723,242257722,6000,"+","4735"
"12805","chr6",35433178,35439177,6000,"+","4736"
"12806","chr14",24698577,24704576,6000,"-","4738"
"12807","chr6",11379582,11385581,6000,"-","4739"
"12808","chr4",94747078,94753077,6000,"+","474"
"12809","chr8",24768274,24774273,6000,"+","4741"
"12810","chr1",160284055,160290054,6000,"+","474338"
"12811","chrX",57144980,57150979,6000,"-","474343"
"12812","chr7",150326737,150332736,6000,"-","474344"
"12813","chr10",50119281,50125280,6000,"-","474354"
"12814","chr22",29873181,29879180,6000,"+","4744"
"12815","chr11",20688117,20694116,6000,"+","4745"
"12816","chr8",24811384,24817383,6000,"-","4747"
"12817","chr5",151135211,151141210,6000,"-","475"
"12818","chr4",170530779,170536778,6000,"-","4750"
"12819","chr1",211845973,211851972,6000,"-","4751"
"12820","chr13",52730997,52736996,6000,"-","4752"
"12821","chr12",45304712,45310711,6000,"-","4753"
"12822","chr15",73341825,73347824,6000,"+","4756"
"12823","chr2",233894382,233900381,6000,"+","4759"
"12824","chr1",116912004,116918003,6000,"+","476"
"12825","chr2",182542393,182548392,6000,"-","4760"
"12826","chr17",37761176,37767175,6000,"-","4761"
"12827","chr5",134868640,134874639,6000,"-","4762"
"12828","chr17",29418945,29424944,6000,"+","4763"
"12829","chr1",160082520,160088519,6000,"+","477"
"12830","chr22",29996545,30002544,6000,"+","4771"
"12831","chr18",77152772,77158771,6000,"+","4772"
"12832","chr20",50176371,50182370,6000,"-","4773"
"12833","chr1",61539946,61545945,6000,"+","4774"
"12834","chr16",68115654,68121653,6000,"+","4775"
"12835","chr14",24833145,24839144,6000,"+","4776"
"12836","chr12",54691822,54697821,6000,"-","4778"
"12837","chr17",46122686,46128685,6000,"+","4779"
"12838","chr19",42495429,42501428,6000,"-","478"
"12839","chr2",178254420,178260419,6000,"-","4780"
"12840","chr9",14395983,14401982,6000,"-","4781"
"12841","chr19",3356561,3362560,6000,"+","4782"
"12842","chr9",94183145,94189144,6000,"-","4783"
"12843","chr19",13103584,13109583,6000,"+","4784"
"12844","chr13",25251549,25257548,6000,"+","479"
"12845","chr4",103419486,103425485,6000,"+","4790"
"12846","chr10",104150867,104156866,6000,"+","4791"
"12847","chr14",35870961,35876960,6000,"-","4792"
"12848","chr19",39387340,39393339,6000,"+","4793"
"12849","chr6",44230526,44236525,6000,"-","4794"
"12850","chr8",145666813,145672812,6000,"-","4796"
"12851","chr11",129762491,129768490,6000,"-","4798"
"12852","chr9",33287418,33293417,6000,"+","4799"
"12853","chr9",32381601,32387600,6000,"+","48"
"12854","chr1",160118352,160124351,6000,"+","480"
"12855","chr6",41037707,41043706,6000,"+","4800"
"12856","chr12",104529041,104535040,6000,"-","4801"
"12857","chr1",41154242,41160241,6000,"+","4802"
"12858","chr1",115877858,115883857,6000,"-","4803"
"12859","chr17",47569655,47575654,6000,"+","4804"
"12860","chr1",160333861,160339860,6000,"+","4807"
"12861","chr1",116380748,116386747,6000,"-","4808"
"12862","chr22",42081914,42087913,6000,"-","4809"
"12863","chr1",169072947,169078946,6000,"+","481"
"12864","chrX",17390543,17396542,6000,"+","4810"
"12865","chr1",236225482,236231481,6000,"-","4811"
"12866","chr9",95893571,95899570,6000,"-","4814"
"12867","chr12",769756,775755,6000,"-","4815"
"12868","chr1",161084862,161090861,6000,"+","4817"
"12869","chr19",51872961,51878960,6000,"-","4818"
"12870","chr17",7551254,7557253,6000,"+","482"
"12871","chr3",42639147,42645146,6000,"+","4820"
"12872","chr20",21491665,21497664,6000,"-","4821"
"12873","chr8",23537451,23543450,6000,"-","4824"
"12874","chr4",85416388,85422387,6000,"-","4825"
"12875","chr20",36146607,36152606,6000,"+","4826"
"12876","chr15",85198803,85204802,6000,"-","4828"
"12877","chr6",142406937,142412936,6000,"-","4829"
"12878","chr3",141592470,141598469,6000,"+","483"
"12879","chr17",49227897,49233896,6000,"+","4830"
"12880","chr17",49239796,49245795,6000,"+","4831"
"12881","chr16",1818711,1824710,6000,"-","4832"
"12882","chr16",443725,449724,6000,"+","4833"
"12883","chr6",2985201,2991200,6000,"+","4835"
"12884","chr17",43135680,43141679,6000,"+","4836"
"12885","chr11",114125553,114131552,6000,"+","4837"
"12886","chr10",72198466,72204465,6000,"-","4838"
"12887","chr12",6674499,6680498,6000,"-","4839"
"12888","chrX",70500042,70506041,6000,"+","4841"
"12889","chr12",117796608,117802607,6000,"-","4842"
"12890","chr17",26217410,26223409,6000,"-","4843"
"12891","chr7",150685144,150691143,6000,"+","4846"
"12892","chr12",70633774,70639773,6000,"+","4848"
"12893","chr19",54638436,54644435,6000,"+","4849"
"12894","chr7",135191876,135197875,6000,"-","4850"
"12895","chr9",139437239,139443238,6000,"-","4851"
"12896","chr7",24320807,24326806,6000,"+","4852"
"12897","chr1",120609318,120615317,6000,"-","4853"
"12898","chr19",15308793,15314792,6000,"-","4854"
"12899","chr8",120425552,120431551,6000,"+","4856"
"12900","chr14",27063961,27069960,6000,"-","4857"
"12901","chr19",46473658,46479657,6000,"-","4858"
"12902","chr11",117695808,117701807,6000,"-","486"
"12903","chr14",20934538,20940537,6000,"+","4860"
"12904","chr19",47520101,47526100,6000,"+","4861"
"12905","chr2",101433613,101439612,6000,"+","4862"
"12906","chr11",108090366,108096365,6000,"-","4863"
"12907","chr18",21163582,21169581,6000,"-","4864"
"12908","chr2",110959640,110965639,6000,"-","4867"
"12909","chr19",36339896,36345895,6000,"-","4868"
"12910","chr5",170811708,170817707,6000,"+","4869"
"12911","chr16",28886809,28892808,6000,"+","487"
"12912","chr1",11904841,11910840,6000,"-","4878"
"12913","chr1",11915993,11921992,6000,"-","4879"
"12914","chr12",110716032,110722031,6000,"+","488"
"12915","chr2",232788039,232794038,6000,"-","4880"
"12916","chr1",153648164,153654163,6000,"+","4881"
"12917","chr9",35789406,35795405,6000,"+","4882"
"12918","chr5",32707743,32713742,6000,"+","4883"
"12919","chr17",78447405,78453404,6000,"-","4884"
"12920","chr7",98243597,98249596,6000,"+","4885"
"12921","chr4",164250948,164256947,6000,"-","4886"
"12922","chr4",156126781,156132780,6000,"+","4887"
"12923","chr5",137133882,137139881,6000,"+","4888"
"12924","chr4",164262091,164268090,6000,"+","4889"
"12925","chr17",3864759,3870758,6000,"-","489"
"12926","chr12",51419059,51425058,6000,"-","4891"
"12927","chr10",115420830,115426829,6000,"-","4892"
"12928","chr1",115256516,115262515,6000,"-","4893"
"12929","chr7",108093842,108099841,6000,"-","4897"
"12930","chr1",52341610,52347609,6000,"-","4898"
"12931","chr7",129248555,129254554,6000,"+","4899"
"12932","chr22",51173652,51179651,6000,"+","49"
"12933","chr12",90046845,90052844,6000,"-","490"
"12934","chr11",124606829,124612828,6000,"+","4900"
"12935","chr14",24581224,24587223,6000,"-","4901"
"12936","chr19",5820818,5826817,6000,"+","4902"
"12937","chr1",43145066,43151065,6000,"+","4904"
"12938","chr6",86156302,86162301,6000,"+","4907"
"12939","chr12",5538280,5544279,6000,"+","4908"
"12940","chr19",49565334,49571333,6000,"-","4909"
"12941","chr3",10746717,10752716,6000,"-","491"
"12942","chr16",2094868,2100867,6000,"-","4913"
"12943","chr1",156782542,156788541,6000,"+","4914"
"12944","chr9",87280466,87286465,6000,"+","4915"
"12945","chr15",88796963,88802962,6000,"-","4916"
"12946","chr16",2518500,2524499,6000,"+","4917"
"12947","chr1",64236690,64242689,6000,"+","4919"
"12948","chrX",152798580,152804579,6000,"+","492"
"12949","chr9",94709445,94715444,6000,"-","4920"
"12950","chr1",162599228,162605227,6000,"+","4921"
"12951","chr12",86265073,86271072,6000,"+","4922"
"12952","chr20",61337189,61343188,6000,"+","4923"
"12953","chr1",90457526,90463525,6000,"-","492303"
"12954","chr8",49963895,49969894,6000,"+","492307"
"12955","chr5",139502521,139508520,6000,"+","492311"
"12956","chr19",49400307,49406306,6000,"+","4924"
"12957","chr11",17278887,17284886,6000,"+","4925"
"12958","chr11",71788574,71794573,6000,"-","4926"
"12959","chr17",5320060,5326059,6000,"-","4927"
"12960","chr11",3816023,3822022,6000,"-","4928"
"12961","chr2",157186288,157192287,6000,"-","4929"
"12962","chr1",203592915,203598914,6000,"+","493"
"12963","chr1",224514892,224520891,6000,"-","4931"
"12964","chrX",9731006,9737005,6000,"-","4935"
"12965","chr2",99221982,99227981,6000,"-","493753"
"12966","chr7",66054372,66060371,6000,"-","493754"
"12967","chr12",113341739,113347738,6000,"+","4938"
"12968","chr6",26518934,26524933,6000,"+","493812"
"12969","chr16",31222342,31228341,6000,"+","493829"
"12970","chr4",103787135,103793134,6000,"+","493856"
"12971","chr11",32813205,32819204,6000,"-","493860"
"12972","chr12",104694510,104700509,6000,"+","493861"
"12973","chr5",54452984,54458983,6000,"+","493869"
"12974","chr12",113413274,113419273,6000,"+","4939"
"12975","chr11",8983222,8989221,6000,"+","493900"
"12976","chr14",21055983,21061982,6000,"-","493901"
"12977","chr2",170547964,170553963,6000,"+","493911"
"12978","chr12",113373249,113379248,6000,"+","4940"
"12979","chr1",89455644,89461643,6000,"-","494115"
"12980","chrX",144326107,144332106,6000,"+","494118"
"12981","chrX",142801517,142807516,6000,"-","494119"
"12982","chr9",89697141,89703140,6000,"-","494127"
"12983","chr11",18227685,18233684,6000,"+","494141"
"12984","chr2",53991929,53997928,6000,"+","494143"
"12985","chr17",37120656,37126655,6000,"-","494188"
"12986","chrX",52823389,52829388,6000,"-","494197"
"12987","chr10",126104546,126110545,6000,"-","4942"
"12988","chrX",48395075,48401074,6000,"+","4943"
"12989","chr2",219863431,219869430,6000,"-","494324"
"12990","chr14",101504119,101510118,6000,"+","494325"
"12991","chr14",101525387,101531386,6000,"+","494326"
"12992","chr14",101485403,101491402,6000,"+","494328"
"12993","chr14",101488354,101494353,6000,"+","494329"
"12994","chr14",101509257,101515256,6000,"+","494330"
"12995","chr14",101517643,101523642,6000,"+","494331"
"12996","chr8",14708020,14714019,6000,"-","494332"
"12997","chrX",76136786,76142785,6000,"-","494333"
"12998","chr17",28441097,28447096,6000,"+","494335"
"12999","chrX",133677742,133683741,6000,"-","494336"
"13000","chr3",49054668,49060667,6000,"-","494337"
"13001","chr18",43903773,43909772,6000,"+","494470"
"13002","chr2",179313163,179319162,6000,"+","494513"
"13003","chr18",655341,661340,6000,"-","494514"
"13004","chr7",141405153,141411152,6000,"+","494551"
"13005","chr9",72432656,72438655,6000,"-","494558"
"13006","chr19",2266520,2272519,6000,"+","4946"
"13007","chr15",64992463,64998462,6000,"-","4947"
"13008","chr15",28341459,28347458,6000,"-","4948"
"13009","chr19",36051561,36057560,6000,"-","495"
"13010","chr7",97616417,97622416,6000,"-","4951"
"13011","chrX",128671252,128677251,6000,"+","4952"
"13012","chr2",10585454,10591453,6000,"-","4953"
"13013","chr8",103560848,103566847,6000,"+","4956"
"13014","chr9",131214434,131220433,6000,"+","4957"
"13015","chr9",95183837,95189836,6000,"-","4958"
"13016","chr13",114309514,114315513,6000,"-","496"
"13017","chr7",44643121,44649120,6000,"+","4967"
"13018","chr3",9788628,9794627,6000,"+","4968"
"13019","chr9",95163938,95169937,6000,"-","4969"
"13020","chr19",7003427,7009426,6000,"-","497049"
"13021","chr5",134785090,134791089,6000,"-","497189"
"13022","chr16",74452650,74458649,6000,"-","497190"
"13023","chr11",27525399,27531398,6000,"+","497258"
"13024","chr18",12197778,12203777,6000,"+","497259"
"13025","chr12",10321791,10327790,6000,"-","4973"
"13026","chr17",29621381,29627380,6000,"-","4974"
"13027","chr11",76810886,76816885,6000,"+","4975"
"13028","chr3",193307933,193313932,6000,"+","4976"
"13029","chr8",47749508,47755507,6000,"+","497634"
"13030","chr18",47010645,47016644,6000,"-","497661"
"13031","chr11",133399404,133405403,6000,"-","4978"
"13032","chr18",43681200,43687199,6000,"-","498"
"13033","chr8",119961384,119967383,6000,"-","4982"
"13034","chrX",67650300,67656299,6000,"-","4983"
"13035","chr1",29135654,29141653,6000,"+","4985"
"13036","chr21",43427497,43433496,6000,"-","49854"
"13037","chr15",77194745,77200744,6000,"-","49855"
"13038","chr1",3563672,3569671,6000,"-","49856"
"13039","chr8",54161195,54167194,6000,"-","4986"
"13040","chr1",152383751,152389750,6000,"-","49860"
"13041","chr6",155582147,155588146,6000,"+","49861"
"13042","chr20",62708471,62714470,6000,"+","4987"
"13043","chr6",154328631,154334630,6000,"+","4988"
"13044","chr14",60972938,60978937,6000,"+","4990"
"13045","chr17",2993291,2999290,6000,"-","4991"
"13046","chr16",3251247,3257246,6000,"+","4992"
"13047","chr16",3402889,3408888,6000,"+","4993"
"13048","chr17",3192877,3198876,6000,"-","4994"
"13049","chr17",3179269,3185268,6000,"-","4995"
"13050","chr1",52867144,52873143,6000,"-","4998"
"13051","chr2",201825425,201831424,6000,"-","4999"
"13052","chr22",41862129,41868128,6000,"+","50"
"13053","chr2",148776174,148782173,6000,"-","5000"
"13054","chr7",103845496,103851495,6000,"-","5001"
"13055","chr11",2917951,2923950,6000,"+","5002"
"13056","chr11",2922176,2928175,6000,"-","5003"
"13057","chr9",117082303,117088302,6000,"+","5004"
"13058","chr9",117089069,117095068,6000,"+","5005"
"13059","chr11",59380618,59386617,6000,"-","5007"
"13060","chr22",30659830,30665829,6000,"-","5008"
"13061","chrX",38208736,38214735,6000,"+","5009"
"13062","chr5",125928083,125934082,6000,"-","501"
"13063","chr3",170133653,170139652,6000,"+","5010"
"13064","chr2",63274192,63280191,6000,"+","5013"
"13065","chr14",57274195,57280194,6000,"-","5015"
"13066","chr1",111967400,111973399,6000,"-","5016"
"13067","chr11",65551505,65557504,6000,"+","5017"
"13068","chr14",23232731,23238730,6000,"+","5018"
"13069","chr5",41867792,41873791,6000,"-","5019"
"13070","chr20",3049266,3055265,6000,"+","5020"
"13071","chr3",8808301,8814300,6000,"-","5021"
"13072","chr17",3816961,3822960,6000,"-","5023"
"13073","chr11",57102841,57108840,6000,"+","5024"
"13074","chr12",121644664,121650663,6000,"+","5025"
"13075","chr17",3596699,3602698,6000,"-","5026"
"13076","chr12",121567622,121573621,6000,"+","5027"
"13077","chr3",152549736,152555735,6000,"+","5028"
"13078","chr11",72926343,72932342,6000,"+","5029"
"13079","chrX",69476655,69482654,6000,"-","5030"
"13080","chr11",72972550,72978549,6000,"+","5031"
"13081","chr19",10219197,10225196,6000,"+","5032"
"13082","chr10",74853733,74859732,6000,"-","5033"
"13083","chr17",79815545,79821544,6000,"-","5034"
"13084","chr11",60279886,60285885,6000,"+","503497"
"13085","chr15",26357960,26363959,6000,"+","503519"
"13086","chr19",58856117,58862116,6000,"+","503538"
"13087","chr10",135235122,135241121,6000,"-","503542"
"13088","chr5",98105789,98111788,6000,"-","503569"
"13089","chr3",121283778,121289777,6000,"+","503582"
"13090","chr12",56495103,56501102,6000,"+","5036"
"13091","chr8",7670239,7676238,6000,"-","503614"
"13092","chr17",30475591,30481590,6000,"-","503640"
"13093","chr17",29299353,29305352,6000,"+","503645"
"13094","chr12",12507002,12513001,6000,"-","503693"
"13095","chr12",118570870,118576869,6000,"+","5037"
"13096","chr19",54132310,54138309,6000,"+","503834"
"13097","chr19",57675857,57681856,6000,"-","503835"
"13098","chr11",56140100,56146099,6000,"+","504189"
"13099","chr11",56464864,56470863,6000,"+","504191"
"13100","chr13",25667276,25673275,6000,"+","5042"
"13101","chr15",91408885,91414884,6000,"+","5045"
"13102","chr15",102027188,102033187,6000,"-","5046"
"13103","chr9",138450604,138456603,6000,"+","5047"
"13104","chr17",2493923,2499922,6000,"+","5048"
"13105","chr8",103248347,103254346,6000,"-","50484"
"13106","chr2",217274137,217280136,6000,"+","50485"
"13107","chr1",209845670,209851669,6000,"+","50486"
"13108","chr22",31533470,31539469,6000,"-","50487"
"13109","chr17",4733635,4739634,6000,"+","50488"
"13110","chr2",71059954,71065953,6000,"-","50489"
"13111","chr11",117012000,117017999,6000,"+","5049"
"13112","chr19",42803953,42809952,6000,"-","5050"
"13113","chr15",45403360,45409359,6000,"-","50506"
"13114","chr11",89319780,89325779,6000,"-","50507"
"13115","chr6",155774038,155780037,6000,"-","50508"
"13116","chr19",10118148,10124147,6000,"-","50509"
"13117","chr1",26321649,26327648,6000,"-","5051"
"13118","chr12",102130251,102136250,6000,"-","50511"
"13119","chr3",127345002,127351001,6000,"+","50512"
"13120","chr9",117901097,117907096,6000,"+","50514"
"13121","chr12",104847692,104853691,6000,"+","50515"
"13122","chr1",45985563,45991562,6000,"-","5052"
"13123","chr12",103308382,103314381,6000,"-","5053"
"13124","chr7",100767370,100773369,6000,"+","5054"
"13125","chr18",61551939,61557938,6000,"+","5055"
"13126","chr11",77182109,77188108,6000,"-","5058"
"13127","chr12",57036853,57042852,6000,"-","506"
"13128","chr1",207036154,207042153,6000,"+","50604"
"13129","chr11",5528154,5534153,6000,"-","50613"
"13130","chr12",132902906,132908905,6000,"-","50614"
"13131","chr16",27410483,27416482,6000,"+","50615"
"13132","chr12",68644386,68650385,6000,"-","50616"
"13133","chr7",138479942,138485941,6000,"-","50617"
"13134","chr2",24580398,24586397,6000,"-","50618"
"13135","chr6",35262595,35268594,6000,"+","50619"
"13136","chr3",196463728,196469727,6000,"+","5062"
"13137","chr10",124594612,124600611,6000,"-","50624"
"13138","chr8",145688032,145694031,6000,"-","50626"
"13139","chr17",652502,658501,6000,"-","50628"
"13140","chrX",110184513,110190512,6000,"+","5063"
"13141","chr10",135147476,135153475,6000,"-","50632"
"13142","chr2",242124924,242130923,6000,"+","50636"
"13143","chr19",705953,711952,6000,"+","5064"
"13144","chr7",108165606,108171605,6000,"-","50640"
"13145","chr2",131669786,131675785,6000,"+","50649"
"13146","chr3",57110337,57116336,6000,"-","50650"
"13147","chr1",8381390,8387389,6000,"+","50651"
"13148","chr9",79376354,79382353,6000,"+","50652"
"13149","chr5",102198527,102204526,6000,"+","5066"
"13150","chr3",74567344,74573343,6000,"-","5067"
"13151","chr10",71330211,71336210,6000,"-","50674"
"13152","chr2",79383881,79389880,6000,"-","5068"
"13153","chr9",118913071,118919070,6000,"+","5069"
"13154","chr19",10120925,10126924,6000,"+","50700"
"13155","chr6",163145835,163151834,6000,"-","5071"
"13156","chr1",160251942,160257941,6000,"-","50717"
"13157","chr16",14721129,14727128,6000,"-","5073"
"13158","chr12",80081791,80087790,6000,"-","5074"
"13159","chr20",21683297,21689296,6000,"+","5075"
"13160","chr10",102502468,102508467,6000,"+","5076"
"13161","chr2",223160716,223166715,6000,"-","5077"
"13162","chr7",127252983,127258982,6000,"-","5078"
"13163","chr9",37031477,37037476,6000,"-","5079"
"13164","chr11",31836510,31842509,6000,"-","5080"
"13165","chr11",64055793,64061792,6000,"+","50801"
"13166","chr15",48467559,48473558,6000,"-","50804"
"13167","chr5",1884294,1890293,6000,"-","50805"
"13168","chr8",131452907,131458906,6000,"-","50807"
"13169","chr9",4739044,4745043,6000,"-","50808"
"13170","chr1",21110800,21116799,6000,"-","50809"
"13171","chr1",18954500,18960499,6000,"+","5081"
"13172","chr15",83873771,83879770,6000,"-","50810"
"13173","chr12",6830150,6836149,6000,"+","50813"
"13174","chrX",151996511,152002510,6000,"+","50814"
"13175","chr9",125587936,125593935,6000,"-","5082"
"13176","chr14",37123773,37129772,6000,"+","5083"
"13177","chr7",141460897,141466896,6000,"+","50831"
"13178","chr7",141475289,141481288,6000,"+","50832"
"13179","chr7",122632755,122638754,6000,"-","50833"
"13180","chr5",9627464,9633463,6000,"-","50834"
